code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
101716;ENS; HISTOIRE ET GEOGRAPHIE;Le XIXe siècle en révolutions ?;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée;Approfondir et renouveler ses connaissances disciplinaires. Appréhender les enjeux didactiques de l'enseignement du XIXe siècle. Aborder la transposition des apports dans les classes (collège et lycée).;"HISTOIRE, GEOGRAPHIE
Questionner l'emploi de « révolution » pour désigner des transformations politiques, économiques, sociales, culturelles, artistiques et scientifiques du XIXe siècle. Interroger également le terme « révolution » qui évoque des idées (notamment celles de processus ou de rupture), des représentations et des constructions mémorielles depuis le XIXe siècle à nos jours. Un premier temps en distanciel permettra de faire le point sur les apports récents de l'historiographie pour appréhender ces bouleversements qui marquent le XIXe siècle français et européen. Une demi-journée en présentiel sera ensuite l'occasion d'aborder la transposition de ces apports dans les classes dans le cadre des programmes d'histoire au collège et au lycée.
Modalités : 3h un mercredi après-midi en présentiel + 2h en asynchrone";3;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101716/tab/trainee/pill/individualTrainingPlan
101717;ENS; HISTOIRE ET GEOGRAPHIE;Le XIXe siècle en révolutions ? Distanciel;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée;Approfondir et renouveler ses connaissances disciplinaires. Appréhender les enjeux didactiques de l'enseignement du XIXe siècle. Aborder la transposition des apports dans les classes (collège et lycée).;"HISTOIRE, GEOGRAPHIE
Questionner l'emploi de « révolution » pour désigner des transformations politiques, économiques, sociales, culturelles, artistiques et scientifiques du XIXe siècle. Interroger également le terme « révolution » qui évoque des idées (notamment celles de processus ou de rupture), des représentations et des constructions mémorielles depuis le XIXe siècle à nos jours. Un premier temps en distanciel permettra de faire le point sur les apports récents de l'historiographie pour appréhender ces bouleversements qui marquent le XIXe siècle français et européen. Une demi-journée en présentiel sera ensuite l'occasion d'aborder la transposition de ces apports dans les classes dans le cadre des programmes d'histoire au collège et au lycée.
2h en asynchrone";2;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101717/tab/trainee/pill/individualTrainingPlan
101720;ENS; HISTOIRE ET GEOGRAPHIE;Maîtriser sa programmation en histoire-géographie : l'exemple de la première guerre mondiale;25A0090788;HEG_01 @ SAVOIRS DISC. ET DIDACTIQUE EN HG;Professeurs d'histoire-géographie de collège et lycée GT;Répondre aux difficultés exprimées par les enseignants dans la mise en œuvre de cette question. Réfléchir aux choix didactiques qui peuvent être faits au quotidien pour traiter les programmes de façon complète et équilibrée.;"HISTOIRE, GEOGRAPHIE
Au collège et au lycée général et technologique, les chapitres sur la Première Guerre mondiale sont souvent perçus comme difficile à mettre en oeuvre en raison de l'étendue du sujet. 
Comment aborder ce thème de manière efficace sans compromettre l'équilibre du programme annuel ? Comment éviter à la fois le piège d'un récit trop détaillé et celui d'approches excessivement simplifiées ? Quels objectifs faut-il viser à chaque niveau scolaire ? Comment sélectionner les repères chronologiques, les acteurs et les notions clés ? Ce module de formation en ligne aidera à poser ces questions et proposera aux enseignants des pistes de réflexion et des exemples concrets pour le collège et le lycée.";3;45;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101720/tab/trainee/pill/individualTrainingPlan
101721;ENS; HISTOIRE ET GEOGRAPHIE;L'IA pour enseigner et apprendre en histoire-géographie;25A0090791;HEG_02 @ L'IA POUR ENSEIGNER ET APPRENDRE EN HG;Professeurs d'histoire-géographie;"A l'issue de la formation, l'enseignant doit être capable de comprendre le fonctionnement de base de l'IA, identifier les potentialités
de l'IA dans l'éducation, en particulier en histoire-géographie, rédiger un prompt efficace et connaître quelques usages et outils d'IA
concrets pour enseigner et apprendre.";"USAGES PEDAGOGIQUES DU NUMERIQUE
L'intelligence artificielle transforme nos pratiques. Cette formation explore ses apports pour enseigner l'histoire-géographie :
assistant IA pour l'élève (Mizou), différenciation des parcours (Wooflash), création de quiz (Quizizz), conception de séances (Magic
School), soutien aux élèves à BEP (ChatGPT), contenus immersifs (Canva, Vittascience, ElevenLabs). Elle propose des démarches
concrètes pour concevoir des activités, mieux accompagner les élèves et gagner du temps, tout en outillant les enseignants pour
sensibiliser à un usage critique et raisonné de l'IA, déjà largement adoptée par les élèves.";3;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101721/tab/trainee/pill/individualTrainingPlan
102379;ENS; HISTOIRE ET GEOGRAPHIE;L'IA pour enseigner et apprendre en histoire-géographie;25A0090791;HEG_02 @ L'IA POUR ENSEIGNER ET APPRENDRE EN HG;Professeurs d'histoire-géographie;"A l'issue de la formation, l'enseignant doit être capable de comprendre le fonctionnement de base de l'IA, identifier les potentialités
de l'IA dans l'éducation, en particulier en histoire-géographie, rédiger un prompt efficace et connaître quelques usages et outils d'IA
concrets pour enseigner et apprendre.";"USAGES PEDAGOGIQUES DU NUMERIQUE
L'intelligence artificielle transforme nos pratiques. Cette formation explore ses apports pour enseigner l'histoire-géographie :
assistant IA pour l'élève (Mizou), différenciation des parcours (Wooflash), création de quiz (Quizizz), conception de séances (Magic
School), soutien aux élèves à BEP (ChatGPT), contenus immersifs (Canva, Vittascience, ElevenLabs). Elle propose des démarches
concrètes pour concevoir des activités, mieux accompagner les élèves et gagner du temps, tout en outillant les enseignants pour
sensibiliser à un usage critique et raisonné de l'IA, déjà largement adoptée par les élèves.";3;50;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102379/tab/trainee/pill/individualTrainingPlan
102463;ENS; HISTOIRE ET GEOGRAPHIE;TRAVAIL PERSONNEL;25A0091087;HEG_08 @ GESTES PROFESSIONNELS EN HG (PV);Professeurs d'histoire-géographie de collège;"Croiser les regards sur les choix et stratégies didactiques pédagogiques au collège et au lycée autour de cette question.
Consolider les gestes professionnels relatifs à la question du travail personnel dans la classe, hors la classe et retour en classe.
Outiller les enseignants sur le travail personnel de l'élève afin de rendre l'élève autonome et en réussite en HG.";"HISTOIRE, GEOGRAPHIE
Le travail personnel de l'élève est indispensable à sa réussite scolaire mais il est aussi le reflet des inégalités sociales et source de tensions dans la classe et à la maison. Encore largement cantonné « au travail à faire à la maison », on ignore de fait sa complexité et la temporalité qui lui est propre. Le travail personnel de l'élève concerne tous les temps d'apprentissages : celui de la classe comprenant le moment dévolu à sa prescription, celui du temps hors la classe et celui du retour en classe. 
Apports théoriques sur cette question. Réflexions sur les spécificités du travail personnel de l'élève en histoire-géographie. Ateliers autour des usages et des stratégies à mettre en place. Réflexions et échanges autour de l'évaluation du TP de l'élève en histoire-géographie.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102463/tab/trainee/pill/individualTrainingPlan
100578;ENS; ITALIEN;L'IA en classe d'Italien;25A0090314;ITA_02 @ L'IA EN CLASSE D'ITALIEN;professeurs d'italien;Expérimenter les intelligences artificielles afin de comprendre leurs potentialités et leurs limites, dans le but de concevoir des activités spécifiques à l'italien et de favoriser le développement de l'esprit critique des élèves.;"ITALIEN
S'approprier l'IA, se sensibiliser aux enjeux éthiques, sociétaux et environnementaux, élaborer des contenus, des activités, des évaluations, de la différenciation. Trouver des solutions concrètes à des situations rencontrées en classe, comparer les séances, les tester. 
Les enseignants pourront ainsi explorer comment l'IA peut être utilisée pour personnaliser l'apprentissage et répondre aux besoins individuels des élèves";6;15;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100578/tab/trainee/pill/individualTrainingPlan
100562;ENS; LANGUES ANCIENNES;Les fondamentaux de la didactique en LCA;25A0090301;LANC02 @ DEVELOPPER COMPETENCES ENSEIGNANTS LCA;Professeurs de collège et de lycée qui enseignent les LCA.;Monter en compétence. Acquérir les fondamentaux de la didactique en LCA.;"LANGUES ANCIENNES
Parcours M@gistère qui vise à définir les enjeux et modalités de l'enseignement des LCA à travers de courtes capsules vidéos thématiques qui correspondent à différents niveaux de maîtrise des attendus de l'enseignement de la discipline. Des capsules abordent ainsi l'enseignement de la langue, d'autres celui de la lecture de textes, d'autres encore celui de la culture, d'autres encore la construction des séquences tissant ces différentes entrées.";5;100;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100562/tab/trainee/pill/individualTrainingPlan
100563;ENS; LANGUES ANCIENNES;Séminaire académique LCA : L'Autre;25A0090301;LANC02 @ DEVELOPPER COMPETENCES ENSEIGNANTS LCA;Professeurs de collège et de lycée qui enseignent en LCA.;Enrichir ses connaissances universitaires et les utiliser dans sa pratique professionnelle.;"LANGUES ANCIENNES
Cette formation qui s'inscrit dans un partenariat avec l'Université de Lille vise à apporter aux enseignants, grâce à l'intervention d'universitaires sur des thèmes que nous identifions comme moins maîtrisés, des connaissances universitaires. Afin que celles-ci puissent plus facilement nourrir les pratiques, des ateliers seront associés à ces conférences pour permettre aux enseignants de penser la transposition de ces savoirs savants dans leurs pratiques professionnelles. Le thème retenu cette année est « L'autre».";6;70;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100563/tab/trainee/pill/individualTrainingPlan
100565;ENS; LANGUES ANCIENNES;Découvrir le dispositif Mare Nostrum;25A0090302;LANC03 - MARE NOSTRUM;Professeurs de collège et de lycée qui enseignent en LCA, en LV et LV régionales.;Poursuivre le dispositif Mare nostrum et enseigner conjointement LCA et Langues vivantes, étrangères / régionales.;"LANGUES ANCIENNES
Cette formation vise à doter les enseignants de repères pour envisager sereinement la mise en œuvre du dispositif Mare nostrum qui fait intervenir enseignants de LCA et de LVE/LVR. Des séquences seront proposées ainsi qu'une réflexion sur la didactique des langues.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100565/tab/trainee/pill/individualTrainingPlan
101838;ENS; LANGUES ANCIENNES;Relever les défis de l'enseignement des LCA;25A0090301;LANC02 @ DEVELOPPER COMPETENCES ENSEIGNANTS LCA;Professeurs de collège et de lycée qui enseignent en LCA.;Accompagner les enseignants à la construction de séquences mêlant des élèves de groupes différents  -  Tirer profit de la présence dans un même cours d'élèves de groupes différents en développant ECLA, tutorat, culture antique  -  Mettre en place une pédagogie de projets riche et variée susceptible d'intéresser des élèves, même en début ou fin de journée.;"LANGUES ANCIENNES
Cette formation vise à partir des obstacles les plus fréquemment rencontrés par les enseignants de LCA (horaires des cours, hétérogénéité de groupes constitués de débutants et confirmés, groupes constitués d'élèves de niveaux de classe différents, groupes mêlant le grec et le latin, groupes mêlant l'option et la spécialité...) pour leur donner des pistes pour travailler le plus sereinement possible malgré celles-ci, voire d'en faire des forces.
Cette formation vise aussi à rassurer, par un solide bagage didactique, les enseignants qui souhaiteraient enseigner la spécialité LLCA dont la mise en place aboutit, souvent, à ce que des heures de spécialité soient communes avec celles de l'option LCA.";6;25;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/101838/tab/trainee/pill/individualTrainingPlan
102604;ENS; LANGUES VIVANTES AU LP;Pédagogies innovantes en Langue vivante;25A0091140;LVLP01 - FT ENSEIGNER LANGUES EN LP A L'ERE DE IA;Enseignants en LV au LP;"Cette formation propose aux enseignants des 
stratégies concrètes pour intégrer l'intelligence 
artificielle (IA) dans leurs séquences de langues 
vivantes, à travers des outils conformes au RGPD, 
des activités interactives et des études de cas. 
Elle abordera la personnalisation des 
apprentissages, l'évaluation automatisée, les 
enjeux éthiques et les freins à l'usage de l'IA en 
classe. Les participants repartiront avec des 
pratiques renouvelées, au service d'un 
enseignement plus adapté, collaboratif et propice 
au développement des Compétences Psychosociales.";"AUTRE CONTENU LETTRES ET LANGUES
L'innovation ne se réduit pas aux nouvelles 
technologies mais s'étend également aux approches 
pédagogiques qui ont prouvé leur efficacité en 
termes d'autonomie linguistique. Le contenu 
explorera des approches innovantes, à la fois 
technologiques et didactiques.
Présentation d'un projet eTwining
Ateliers pratiques : Mise en pratique de 
différentes 
approches pédagogiques. Création de contenu. 
Études de cas : Analyse de séquences 
d'apprentissage 
concrètes.
Partage d'expériences, échanges de pratiques";9;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/102604/tab/trainee/pill/individualTrainingPlan
